山东 , 100944728 , 未知 , 风流倜傥夜三少 , 495 , 4 , 0 , 
湖北 , 304621811 , 未知 , 水冰吖 , 325 , 13 , 3 , 诶嘿！
江苏 , 304626590 , 未知 , 寂夜无极 , 223 , 10 , 4 , 溺水者攀草求生 爱人者满目疮痍。
黑龙江 , 304641962 , 未知 , 桃渊明明 , 73 , 4 , 0 , 哈哈哈
山西 , 304694717 , 未知 , 时光不老h , 366 , 9 , 1 , 啦啦啦(✪▽✪)
江苏 , 304717120 , 未知 , 柳崇朝 , 34 , 7 , 0 , 
河南 , 304806011 , 未知 , 红尘渡厄真君 , 1 , 6 , 1 , 
上海 , 304809547 , 女 , Mika沄 , 16 , 8 , 1 , (>^ω^<)
山东 , 304835839 , 未知 , 途中ZX , 317 , 2 , 0 , 哈哈哈哈
广西 , 304860432 , 未知 , 芜荏 , 17 , 2 , 0 , 
山东 , 304906329 , 未知 , 单推少女人 , 1666 , 8 , 10 , 和可爱的爱莉希雅贴贴
湖南 , 304918469 , 未知 , 蹁跹v , 80 , 35 , 0 , 这个人很懒，什么都没说∽
江苏 , 304930161 , 未知 , mrkoom , 77 , 23 , 0 , me
山东 , 304947766 , 未知 , znnzjsjsj , 1123 , 0 , 1 , 
四川 , 304959068 , 未知 , 四十下班的 , 9 , 1 , 0 , 。
新疆 , 304984218 , 未知 , 没什么意思没什么 , 0 , 24 , 0 , 抽卡必中
河北 , 305030600 , 女 , 红千水0静瑶 , 185 , 2 , 1 , 舰长你任务做完了嘛，旅行者你地图肝完了嘛，氪金给板鸭～皮肤一打，难道秋灵啊不够可爱吗
浙江 , 305046773 , 未知 , 兮阳红 , 7 , 0 , 0 , 
宁夏 , 305049979 , 未知 , 白2006 , 16 , 10 , 0 , 我太难了
安徽 , 305071096 , 未知 , 雪国的响风 , 368 , 123 , 6 , 我现在就要玩蓝色星原
辽宁 , 305102925 , 男 , W的地下男友 , 39 , 1 , 0 , 😱
江苏 , 305123731 , 未知 , 春归秣陵樹 , 33 , 12 , 0 , 
广东 , 305131043 , 未知 , 蓝卡瓦 , 17 , 21 , 0 , 系统原装签名，送给每一位小可爱～
北京 , 305133937 , 未知 , 艾伦菲斯特 , 5 , 0 , 0 , 擅长聊天真君
广东 , 305257320 , 女 , 梦V巅峰之恋 , 17513 , 126 , 38 , 胡桃厨
重庆 , 305277270 , 未知 , 瑾年崽崽 , 1 , 1 , 0 , 
广东 , 305278708 , 未知 , 霣星 , 13 , 13 , 0 , 可叹
福建 , 305370221 , 男 , 爱逃课的散兵 , 46 , 9 , 1 , 
河北 , 305469372 , 未知 , 麒麟王554 , 7 , 13 , 0 , 多游玩家
河南 , 305472501 , 未知 , 关机z , 11 , 1 , 0 , 原神太好玩了，原神是天下第一好玩的游戏！😭😭👊👊不玩原神的人只能度过一个相对失败的人生😭😭👊👊
黑龙江 , 305483345 , 男 , LYB画船听雨眠 , 353 , 3 , 6 , 爱门！！！！
河北 , 305540454 , 男 , 御坂初琴 , 97 , 5 , 0 , 和媳妇世界树双排中
安徽 , 305540969 , 男 , 郭瑞53256 , 32 , 23 , 0 , 我就是光
广东 , 305579218 , 未知 , 君越3 , 52 , 0 , 0 , 
海南 , 305584689 , 女 , 你喝过奶茶吗就说爱我 , 38923 , 23 , 58 , 日常打卡喵
河南 , 305598170 , 男 , 十笔长安道 , 14 , 9 , 0 , 冈
湖北 , 305610643 , 未知 , DestinedDeath , 3 , 2 , 1 , 什么玩具
湖北 , 305646104 , 未知 , 琳妮特真可爱 , 670 , 3 , 5 , 
安徽 , 305734642 , 未知 , 我们将拥有一切 , 659 , 3 , 2 , 抽象劳动创造新价值，具体劳动转移旧价值
四川 , 305787107 , 未知 , 祭司aa , 142 , 1 , 2 , 
安徽 , 305820915 , 女 , 当柏拉图梦见电子羊 , 1503 , 53 , 14 , 人机
吉林 , 305824258 , 未知 , 暴吃牢米贡品 , 180 , 0 , 0 , 
广东 , 305836340 , 未知 , 叽里咕咚 , 59 , 11 , 0 , 噜啦啦
湖北 , 305928081 , 未知 , crush流沙 , 9 , 19 , 0 , 呀
四川 , 305952963 , 未知 , Caryzha , 44 , 5 , 0 , 究极鸽子，玩原3年活跃天数360
北京 , 306009952 , 未知 , 林aaaaanaaaaa , 740 , 0 , 0 , 
河北 , 306106694 , 未知 , 记得关门 , 5887 , 8 , 7 , 
新疆 , 306121245 , 女 , 带带小鱼 , 59 , 23 , 1 , 心有所向，日复一日，必有精进
安徽 , 306138616 , 未知 , 炸騙宫司米HoMo , 181 , 4 , 0 , 风寒踏霜至，白鹭舞轻裳。纷雪辕门落，犹存傲梅香。折扇飘仙骨，一字一开合。万道依雪洁，唯卿自无暇。
四川 , 306151132 , 未知 , 月1325 , 6 , 13 , 1 , 宵宫啊啊啊啊啊
福建 , 306184655 , 未知 , 九天太清道德天尊 , 1 , 7 , 0 , 
安徽 , 306202347 , 未知 , Again八点十五 , 22 , 9 , 0 , 六六六
河南 , 306208220 , 未知 , 呃呃呃呃嗯呃呃嗯 , 3609 , 6 , 3 , 流萤！！！我什么都做不到（哭）
四川 , 306265573 , 未知 , 芩荫 , 3101 , 50 , 1 , 纳西妲真可爱
安徽 , 306282577 , 女 , 赤未屿 , 136027 , 188 , 16611 , cn赤未屿，详情查看置顶/全员厨，礼貌回关创作者，置顶帖卡申鹤了，放合集了
广东 , 306300378 , 男 , 我心肠不坏 , 6440 , 65 , 49 , 我心肠确实不坏
吉林 , 306306785 , 未知 , 不当人的迪奥 , 55 , 8 , 0 , 萌新玩家
重庆 , 306309045 , 未知 , 星云shine , 248 , 10 , 3 , 误会是理解最大的敌人
安徽 , 306314172 , 未知 , 67645724 , 7 , 6 , 0 , 牛肉一
河南 , 306324358 , 未知 , 空间及环保节能 , 35 , 0 , 0 , 啊吧啊吧
四川 , 306349947 , 未知 , 辞风ovo , 6773 , 33 , 19 , 但风向是会转变的，终有一日，会吹向更有光亮的方向～
辽宁 , 306370700 , 未知 , 快乐你不懂 , 15 , 4 , 1 , 空白
上海 , 306408513 , 未知 , Olahbiat , 31820 , 5 , 44 , 哒哒哒
浙江 , 306423798 , 未知 , 复雨留亭 , 855 , 32 , 4 , 呜呜呜呜呜
山东 , 306433280 , 未知 , 白楪沐 , 74 , 10 , 0 , 。
江西 , 306438228 , 未知 , 不可修改是真的拉 , 30 , 4 , 0 , 我是真的非
湖南 , 306451852 , 未知 , 梧德 , 1075 , 109 , 5 , 莱宝！嘿嘿嘿ԅ(¯﹃¯ԅ)
广西 , 306453106 , 未知 , 氵夂口 , 3856 , 13 , 125 , 静以养身，俭以养德
江苏 , 306500143 , 未知 , 莫惊春呀 , 141 , 0 , 0 , 6
辽宁 , 306587241 , 未知 , 夏木乔光 , 191 , 22 , 0 , 一个人
江苏 , 306590164 , 未知 , collei233 , 66879 , 59 , 50 , 有没有人能陪我玩！
天津 , 306593693 , 未知 , 等牛奶的团子 , 169353 , 75 , 231 , 爱你所爱，行你所行，听从你心，无问西东。
浙江 , 306594369 , 未知 , oriole , 21 , 11 , 1 , 111
北京 , 306624327 , 未知 , 木龙周 , 0 , 8 , 0 , 你们好
河北 , 306641287 , 男 , 郭子恒 , 243 , 1 , 0 , 666
浙江 , 306644508 , 未知 , 丹尼亚岚 , 6 , 21 , 0 , 没有哦～
广东 , 306658412 , 未知 , 羲可 , 62 , 10 , 0 , 
陕西 , 306694071 , 未知 , gcuvrvkbhxr , 175 , 16 , 0 , 6
广西 , 306745197 , 女 , 爱吃风精灵 , 1 , 15 , 0 , 赞美温柔慈爱的巴巴托斯大人
广东 , 306759051 , 未知 , 悢同学 , 149 , 5 , 0 , 社畜+宅
贵州 , 306849980 , 未知 , 怀羲 , 95 , 2 , 1 , 每天都有新鲜事
广东 , 306853277 , 未知 , 不知道取啥名紫 , 353 , 5 , 0 , 六六六
浙江 , 306871709 , 男 , 臭熏熏的鲨雕 , 7 , 5 , 0 , 我因为住校，可能登录的天数不多，但我至少赤了两年原神。
黑龙江 , 306902001 , 未知 , 旅刑者007号 , 64 , 7 , 1 , 保底不歪
广东 , 306912551 , 未知 , 离ony , 1 , 4 , 0 , 申鹤池入坑非酋玩家
新疆 , 306945053 , 未知 , 可否挥洒黄沙 , 178 , 2 , 0 , 啊哈
山西 , 306955324 , 未知 , 取名好字麻烦 , 1102 , 8 , 1 , 永远喜欢爱莉希雅
吉林 , 306965028 , 未知 , 阿星12345 , 249 , 8 , 0 , 取名真困难
河南 , 306975851 , 未知 , 没有脑袋的芙芙 , 128 , 1 , 0 , 
广东 , 306976308 , 未知 , 我是大帅哈 , 16 , 10 , 0 , 诶嘿嘿嘿嘿嘿
湖南 , 306994543 , 未知 , 霂洵白 , 70 , 1 , 0 , 
安徽 , 307001806 , 未知 , 就喜欢打虎上山 , 162 , 0 , 0 , 
江西 , 307015743 , 未知 , like香菜 , 296 , 0 , 0 , 淡游
内蒙古 , 307034123 , 男 , 往生堂主一号 , 1975 , 52 , 3 , 许愿宵宫，一定不要歪，呜呜呜
云南 , 307057765 , 未知 , 赤苍龙 , 6 , 20 , 0 , 风主无敌
上海 , 307085694 , 未知 , 苏卡不烈qAq , 0 , 12 , 0 , 今天我是第一
福建 , 307094798 , 未知 , 古月倾宿 , 2 , 1 , 0 , .....
河南 , 307097569 , 男 , 不要打扰睡觉 , 132 , 3 , 0 , 个性签名
广西 , 307109551 , 未知 , ka鹿乃no , 22 , 3 , 1 , 嗯
河北 , 307125022 , 未知 , 咖喱拌饭喵 , 11 , 21 , 1 , 
广东 , 307141272 , 未知 , 腐朽的时间 , 471 , 4 , 1 , 噗哈哈…
江西 , 307203125 , 未知 , 元玖玖 , 5429 , 19 , 5 , 
重庆 , 307212724 , 未知 , 赞美愚者盥洗间的神 , 43 , 6 , 0 , 刚刚才玩这游戏
河南 , 307212799 , 男 , 浪子无情23 , 33 , 11 , 0 , 无聊
山东 , 307220013 , 未知 , 谢樱俊W , 18 , 1 , 0 , 回归游戏初心
福建 , 307246191 , 未知 , 面刺源神者该罚 , 1604 , 6 , 5 , 啥
广东 , 307342354 , 未知 , 柒叶鹿守 , 2207 , 4 , 7 , 在我这片贫瘠的土地上，你是最后的玫瑰。
江西 , 307363228 , 未知 , 迅扑 , 10 , 57 , 1 , 
广东 , 307379206 , 未知 , 乡间子衿 , 605 , 6 , 3 , 欣赏旅途中的风景。
北京 , 307472103 , 未知 , 成成公主 , 21 , 1 , 0 , 搞起搞起
江苏 , 307567072 , 未知 , 三百六十五日 , 50 , 2 , 0 , 萌新
浙江 , 307609440 , 未知 , 耒一 , 867 , 22 , 0 , 2022年1月6日入坑
湖北 , 307718068 , 未知 , 洛的心海烬是霞 , 154 , 16 , 2 , 快乐渺无音讯
吉林 , 307728404 , 男 , 开心的红烧大米饭 , 1 , 13 , 0 , 还没抽到迪卢克
河南 , 307754824 , 未知 , 君君五岁啦 , 26 , 4 , 0 , 1
广东 , 307810897 , 未知 , 是晚安哦 , 39 , 0 , 0 , 
四川 , 307835820 , 未知 , 青栀蒙雾 , 37 , 1 , 0 , 神里绫华参上
北京 , 307869769 , 未知 , 怎么蒸鸭子 , 504 , 66 , 5 , 系统原装签名，给每一位小可爱～
浙江 , 307873818 , 未知 , 小别致真随机 , 620 , 19 , 0 , 我是超人强
四川 , 307947813 , 未知 , 失而不落 , 8 , 14 , 0 , 帅
河南 , 307953313 , 未知 , WangZX , 14 , 0 , 0 , 我爱中华！
河北 , 307959963 , 男 , TNND代号穿山甲 , 135 , 0 , 0 , 优菈满命，223分小毕业 刻师傅5命，212分小毕业 刻皇dps10万 雷优修班dps12万
江西 , 307979553 , 未知 , 油炸原子蛋 , 268 , 28 , 1 , 阿巴阿巴
黑龙江 , 307984239 , 未知 , 飧灏 , 0 , 0 , 0 , 
黑龙江 , 308004718 , 未知 , 我不知道as , 15 , 2 , 0 , 
广东 , 308057139 , 未知 , 冰乂怿 , 24 , 1 , 0 , 
重庆 , 308063467 , 未知 , 迷你大王卡卡 , 3 , 1 , 0 , 
陕西 , 308099930 , 未知 , 哪里有名字 , 873 , 129 , 8 , 魈宝散兵彦卿嘿嘿嘿
山东 , 308110353 , 未知 , AZK , 1 , 0 , 0 , 
广东 , 308141987 , 未知 , 小劉呀 , 11430 , 861 , 11 , 该吃吃该喝喝
甘肃 , 308154805 , 未知 , 与巍 , 113 , 1 , 2 , 叮，检测到你的话中含有“散”字，我可以认为你对散兵进行了评价
福建 , 308156385 , 未知 , YyD , 117 , 0 , 1 , …
江西 , 308168497 , 未知 , yyyydieb , 18 , 7 , 0 , 。
四川 , 308182519 , 未知 , 故作清高 , 64 , 9 , 0 , 。
河南 , 308289709 , 未知 , 米帝龙骑士吃枇杷 , 334 , 41 , 0 , 哒哒哒
贵州 , 308292072 , 未知 , 揞伤止疼 , 17 , 8 , 0 , 知其不可奈何而安之若命
湖北 , 308313364 , 未知 , 旧梦染尘 , 42 , 6 , 0 , 啦啦啦啦啦啦啦
湖南 , 308344629 , 未知 , 玉壶S光转 , 125 , 42 , 0 , 哈哈哈
福建 , 308402307 , 未知 , 朗目的少年 , 18 , 20 , 0 , 忙忙碌碌，心中有数
河南 , 308411325 , 未知 , L拒收病婿D , 919 , 8 , 3 , 。
河南 , 308488890 , 男 , 不灭华风 , 5 , 22 , 0 , 任
江苏 , 308502313 , 男 , 寒若冰大号 , 327 , 112 , 0 , 什么也没有
河南 , 308541148 , 未知 , 京都蒸气之子 , 145 , 3 , 1 , 抽可莉必中！
湖北 , 308601632 , 未知 , 胡知桃茶 , 33 , 1 , 0 , 嘿嘿嘿
浙江 , 308614823 , 未知 , 冒险旅行者空哥哥 , 760 , 16 , 9 , 
四川 , 308650270 , 未知 , 衍衍之初弦 , 10197 , 36 , 15 , 帮帮我，神君先生！
福建 , 308672963 , 未知 , 立柒 , 237803 , 224 , 203 , 但风向是会转变的，终将吹向更有光亮的地方
河北 , 308694951 , 未知 , 雷电忘川守荧 , 78 , 16 , 0 , 日月星辰，勿忘我
江苏 , 308700388 , 未知 , 枳实aa , 26 , 20 , 0 , 全家桶玩家
广东 , 308739766 , 未知 , 海歌sama , 18 , 10 , 0 , 咸鱼
云南 , 308757318 , 未知 , 半梦半醒半痴狂 , 702 , 486 , 5 , 自破败中崛起，在寂灭中复苏
河南 , 308764308 , 未知 , 得嗯哼哼 , 53 , 0 , 1 , 监控网络
江苏 , 308810636 , 未知 , 大米RICE , 3 , 6 , 0 , nice
福建 , 308824956 , 未知 , 不说seeyou , 933 , 15 , 0 , 这个人很懒，没有个性签名
广东 , 308860587 , 未知 , 原地睡觉了 , 11504 , 143 , 6 , 系统原装签名，160/160 ! ! !
江西 , 308867018 , 未知 , 沉清倾聆 , 146 , 0 , 0 , 该账号未封禁
四川 , 308885639 , 男 , 觉醒的大寒 , 176 , 2 , 1 , 阿巴阿巴
广东 , 308890766 , 男 , 迷路的丘丘银 , 131 , 3 , 0 , 我爱☂️冰（cai guai）
河北 , 308897204 , 未知 , 雾山日暮 , 1 , 1 , 0 , 啦啦啦～
江苏 , 308973730 , 未知 , WHSC , 1 , 0 , 0 , 
江苏 , 309039884 , 未知 , 我是胡桃小姐的g , 122 , 2 , 0 , 
山西 , 309057318 , 未知 , 湖桃十号 , 5016 , 75 , 21 , 欲买桂花同载酒，我要睡觉别拦我
河南 , 309079796 , 未知 , 店无砸 , 1266 , 35 , 12 , 谁还爆米我笑他两年半🤣
湖北 , 309258394 , 女 , 苏迟暮 , 27 , 41 , 0 , 喜欢宵宫
四川 , 309278472 , 未知 , 来自原神的新旅行者 , 232 , 23 , 0 , 台湾是我国不可分割的部分🇨🇳🇨🇳🇨🇳🇨🇳，坚持一个中国原则🇨🇳🇨🇳🇨🇳。我爱中国🇨🇳🇨🇳🇨🇳🇨🇳
重庆 , 309289636 , 未知 , ShiinaMahiru , 664 , 22 , 0 , 甘雨胡桃都想要！
广东 , 309299257 , 男 , 七彩格调 , 5196 , 17 , 12 , 渠道服海龟
湖北 , 309303756 , 未知 , 达达托洛夫斯基 , 16276 , 27 , 44 , 氵社只能氵是吧 啥都不让说
浙江 , 309348564 , 未知 , xxsgcom , 38 , 6 , 0 , 。。。。
湖北 , 309372587 , 未知 , ffddjskqoq , 1917 , 26 , 2 , 我是历史学家，新深渊就是史
河北 , 309376497 , 未知 , 朱朱大人 , 38 , 2 , 0 , 6
河北 , 309376629 , 未知 , jdjjjdjxjf , 29 , 0 , 1 , 纳西妲世界第一可爱
贵州 , 309381744 , 未知 , 开你的车车 , 1826 , 94 , 2 , 又一次日出
甘肃 , 309397489 , 男 , 梦醒next泪落 , 5 , 8 , 0 , 有大佬带我上分么，没有的话，我等会再问一遍
重庆 , 309437758 , 未知 , 纸上烟 , 352 , 14 , 2 , 致敬每一个自律人！
山东 , 309561366 , 未知 , 月间穹 , 11 , 5 , 0 , 
河北 , 309569757 , 男 , 耀要瑶咬小耀 , 311 , 0 , 0 , 嗨害嗨，来了啊
江西 , 309587622 , 未知 , 红蛋糕魔女 , 4100 , 27 , 0 , 加强刻晴
湖北 , 309592541 , 未知 , 星霜荏苒丶 , 43 , 1 , 0 , 随缘抽咯
广东 , 309628049 , 未知 , 星叶是个咸鱼 , 75 , 4 , 1 , ( ˙˘˙ )
安徽 , 309647326 , 未知 , 枫挽曦 , 176 , 11 , 0 , 哎呦，谁说能歪出来的。姬子阿姨来个吧。啊啊啊，早知道不选布若妮亚命座了……
河南 , 309691764 , 未知 , Amoj , 46 , 4 , 0 , 为什么不给我通过，是因为用的不是小日子语吗？
湖北 , 309779272 , 未知 , 全自动杀虫 , 834 , 6 , 0 , 等少女
四川 , 309784243 , 未知 , 放肆你干扰到朕了 , 7 , 3 , 0 , qnd
重庆 , 309793807 , 未知 , AAAAA高级仿人摄像头 , 19 , 5 , 0 , 马哈鱼是最良心的公司😆😆😆
安徽 , 309888498 , 女 , 薄苇如丝 , 5707 , 87 , 8 , 粉色头发的女孩子都那么可爱的吗！O_o
河南 , 309895012 , 未知 , 可以叫我灰兮 , 35 , 1 , 1 , 系统原装签名，送给每一位小可爱～
广东 , 309939604 , 未知 , 渔诗阳 , 68 , 46 , 0 , 山山水水，难见真心，心亦难见我。
江西 , 309942026 , 男 , 南屿c3 , 34 , 14 , 0 , 摆烂
广东 , 309956040 , 未知 , 绫月清缘 , 3 , 1 , 1 , 
湖南 , 309963930 , 未知 , 戏中人各饮一杯哭 , 282 , 6 , 2 , 
上海 , 309979781 , 未知 , 云中采桑 , 42 , 0 , 1 , 
山西 , 309983452 , 未知 , 子期无欢 , 8 , 0 , 0 , 现在只想草神
陕西 , 309989263 , 未知 , user_309989263 , 65 , 2 , 0 , 666
广西 , 310019067 , 男 , 一书玉麒 , 17996 , 34 , 27 , 喜欢看书！特别之处：最近经常被抢糖葫芦！因不明原因发生进化，本体疑似糖葫芦，喜欢吃鱼！容易迷路！
吉林 , 310044953 , 未知 , 梧桐铭 , 12667 , 17 , 12 , 
广东 , 310105842 , 未知 , 喵然Ah , 2909 , 13 , 3 , ⓘ 该账号已被封禁
广西 , 310151199 , 未知 , 雾回莹 , 6 , 5 , 0 , 琪亚娜世界第一可爱！！！
江苏 , 310152223 , 未知 , 三年1约 , 7 , 9 , 0 , 崩铁，启动!
广东 , 310211846 , 未知 , bbqq123 , 22 , 1 , 0 , 。。
安徽 , 310251167 , 未知 , 黑化樱国大理石 , 46 , 8 , 1 , 。
山西 , 310262517 , 未知 , 夏日溧水无想 , 870 , 2 , 0 , 
广东 , 310303786 , 未知 , B站用户霜落月 , 271 , 0 , 0 , 九命迪卢克，米哈游****
山东 , 310310593 , 未知 , 椒盐焗鸡 , 55 , 6 , 0 , 嘿嘿嘿
吉林 , 310322053 , 未知 , 丹皮尔 , 104 , 90 , 0 , 倒霉学生党
山东 , 310337492 , 未知 , 中二的纯情男高 , 1506 , 13 , 3 , 开摆
安徽 , 310340538 , 未知 , 炎之十月ccd , 554 , 8 , 0 , 朋友，一起点燃大海吧
湖南 , 310349093 , 未知 , 丹尘子 , 1280 , 82 , 8 , 欲买桂花同载酒，终不似，少年游。
吉林 , 310365019 , 未知 , 青春猪头滋崩 , 9 , 4 , 0 , 喵喵喵
安徽 , 310449193 , 未知 , 猫生有鱼 , 341 , 12 , 3 , 芜湖湖～
湖北 , 310453001 , 男 , 乔十二er , 47 , 0 , 0 , 
广东 , 310464296 , 未知 , 可冥石楠 , 3531 , 8 , 1 , 嗯
江苏 , 310507555 , 未知 , m抽卡不歪真君m , 271 , 0 , 1 , -
山东 , 310646598 , 未知 , 腓特烈一世 , 54 , 1 , 0 , 做一个震厉巽行的人
江西 , 310672001 , 未知 , 我不知道起啥名qaq , 257 , 1 , 0 , 
内蒙古 , 310682581 , 女 , 汀烟yan , 31 , 11 , 1 , 这个人什么也没有留下~~~
安徽 , 310683465 , 未知 , 可识我天水姜伯约 , 10 , 6 , 0 , 
北京 , 310686757 , 男 , 不属于提瓦特的旅行者 , 15 , 10 , 0 , 哈哈哈哈哈哈哈，做一下自我介绍吧。我就是深渊统治者的血亲，来自异世界却不小心拯救世界的的旅行者。
浙江 , 310724348 , 未知 , 鸢尾E , 24 , 2 , 0 , 嗨嗨嗨
广东 , 310736881 , 未知 , masterkee , 332 , 14 , 0 , 系统原装签名，送给每一位小可爱～
广东 , 310764448 , 未知 , 金昌银木 , 40 , 5 , 0 , 不如鸣潮
安徽 , 310767013 , 未知 , 厨草机 , 0 , 0 , 0 , 
四川 , 310776364 , 男 , ygvbhy , 2 , 9 , 0 , 可以
山东 , 310806912 , 未知 , sealsss , 35 , 21 , 0 , 
贵州 , 310867616 , 未知 , 非酋别碰抽抽乐 , 4623 , 29 , 1 , 阿巴，阿巴
广东 , 310881539 , 未知 , 愿我小保底不歪qwq , 57 , 6 , 0 , 小保底不歪
浙江 , 310884409 , 未知 , 念天暮 , 46016 , 133 , 101 , 一起做温迪的好友吧～
河北 , 310899890 , 未知 , 冬日沐风 , 702 , 28 , 0 , 玩游戏嘛，图个快乐
湖南 , 310900184 , 未知 , fafa生 , 258 , 165 , 2 , TeRiTeRi~
湖北 , 310948972 , 男 , 殇伴着痛前行丿 , 429 , 7 , 0 , 。。。
山东 , 310953078 , 男 , 飞舞扬姿 , 5 , 7 , 0 , 我就是太阳
河南 , 310987675 , 男 , 你脑袋空空 , 12222 , 10 , 11 , 好～想～玩～原～神～
广西 , 311017680 , 未知 , 古明地towa , 19 , 0 , 0 , 似人，但还在喝茶
甘肃 , 311058176 , 男 , 月夜之色 , 102 , 12 , 0 , 呵呵
广东 , 311072653 , 未知 , 莫拉克斯0 , 5 , 2 , 1 , 坤家军大将。
广东 , 311087070 , 未知 , 5525824565 , 33 , 18 , 0 , 没有
山西 , 311129145 , 未知 , 剑攻 , 6 , 22 , 0 , 啦啦啦
吉林 , 311159209 , 未知 , 魔王华 , 238 , 48 , 0 , 余生满满都是你，亿万星辰犹不及(●'◡'●)
江苏 , 311161254 , 未知 , 33其他33 , 1648 , 10 , 1 , 系统原装签名，送给每一个小若至~
江西 , 311212299 , 未知 , Jackmsk , 23 , 5 , 0 , sakana
内蒙古 , 311219756 , 未知 , 红瞳的丘比 , 15817 , 8 , 1211 , 
广西 , 311256279 , 未知 , 影de眷属 , 31 , 1 , 0 , 玩b服的，已60级
江苏 , 311283649 , 未知 , 雾里故里长安 , 2101 , 0 , 0 , 
浙江 , 311324871 , 未知 , 胡桃我命中注定的老婆 , 4 , 23 , 0 , 爱桃，信桃，等桃
河南 , 311358336 , 未知 , cusadhcnjoashc , 34 , 4 , 0 , 6696
河南 , 311389166 , 未知 , 我花米游币改昵称啦 , 7153 , 23 , 0 , 系统原装签名，不送给每一位小可爱～
四川 , 311448750 , 未知 , 星轨78 , 64 , 6 , 0 , 
四川 , 311450123 , 女 , 热邪 , 4 , 0 , 0 , 
福建 , 311498679 , 未知 , 睾洁的灵魂 , 13920 , 3 , 0 , 奶茶杠精退散
贵州 , 311504513 , 未知 , 陌璃ML , 84 , 3 , 0 , 
广西 , 311522798 , 未知 , 金小仙仙 , 201 , 9 , 5 , 
四川 , 311561920 , 未知 , 黄睿哲666 , 365 , 0 , 0 , 胡桃超超超超超超级可爱
江西 , 311572754 , 未知 , 微笑伤人 , 279 , 22 , 0 , 。。。
湖南 , 311584613 , 未知 , 嗯掉佛法家 , 158 , 8 , 1 , 向着星…感谢你…
北京 , 311586901 , 男 , 凉城OvOvO , 2210 , 4 , 10 , .
北京 , 311595455 , 未知 , 酒精过敏的卢姥爷 , 13 , 5 , 0 , 有多少人是为了这80个币子才改的签名
四川 , 311688641 , 未知 , 木h禾 , 144 , 14 , 0 , 阿巴阿巴
安徽 , 311695026 , 未知 , 在影 , 211 , 0 , 1 , 
云南 , 311730191 , 未知 , 第二次的hh , 1390 , 19 , 1 , 诶嘿～
湖北 , 311744415 , 未知 , 牛微4000plus , 38 , 0 , 0 , 瘤
北京 , 311756395 , 未知 , 映蓉 , 23 , 56 , 0 , 诸行无常，一切皆苦
山东 , 311758516 , 未知 , catopsis , 64 , 8 , 4 , 
广西 , 31177176 , 未知 , 打不过深渊的彩机 , 26 , 10 , 1 , 呜呜呜 又吃保底了
湖北 , 311856895 , 未知 , 无声独奏的管风琴 , 1018 , 0 , 0 , 风暴将高塔摧殆成沙，希望却在残垣里生根发芽。
